"GEO_ID","NAME","B25035_001E","B25035_001M"
"id","Geographic Area Name","Estimate!!Median year structure built","Margin of Error!!Median year structure built"
"8600000US96121","ZCTA5 96121","1970","21"
"8600000US96122","ZCTA5 96122","1982","6"
"8600000US96123","ZCTA5 96123","1978","6"
"8600000US96124","ZCTA5 96124","1963","17"
"8600000US96125","ZCTA5 96125","1981","10"
"8600000US96126","ZCTA5 96126","1958","14"
"8600000US96128","ZCTA5 96128","1977","3"
"8600000US96129","ZCTA5 96129","1976","42"
"8600000US96130","ZCTA5 96130","1979","2"
"8600000US96132","ZCTA5 96132","1989","8"
"8600000US96133","ZCTA5 96133","1959","24"
"8600000US96134","ZCTA5 96134","1957","3"
"8600000US96135","ZCTA5 96135","1958","23"
"8600000US96136","ZCTA5 96136","1976","37"
"8600000US96137","ZCTA5 96137","1977","2"
"8600000US96140","ZCTA5 96140","1975","2"
"8600000US96141","ZCTA5 96141","1972","3"
"8600000US96142","ZCTA5 96142","1972","2"
"8600000US96143","ZCTA5 96143","1975","2"
"8600000US96145","ZCTA5 96145","1974","2"
"8600000US96146","ZCTA5 96146","1981","3"
"8600000US96148","ZCTA5 96148","1978","6"
"8600000US96150","ZCTA5 96150","1973","1"
"8600000US96155","ZCTA5 96155","1998","25"
"8600000US96161","ZCTA5 96161","1989","2"
"8600000US97635","ZCTA5 97635","1975","27"
